Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,7000.000000,9200.000000,7000.000000,9200.000000,8504.171875,5500
2000-01-05,8950.000000,8950.000000,8100.000000,8610.000000,7958.795898,4200
2000-01-06,8500.000000,8500.000000,7790.000000,7790.000000,7200.815430,3500
2000-01-07,8950.000000,8950.000000,7510.000000,8200.000000,7579.805664,5800
2000-01-10,8700.000000,8700.000000,8270.000000,8420.000000,7783.166016,1800
2000-01-11,8500.000000,8500.000000,8000.000000,8200.000000,7579.805664,3500
2000-01-12,8200.000000,8300.000000,8200.000000,8300.000000,7672.240723,4400
2000-01-13,8500.000000,9400.000000,8500.000000,8800.000000,8134.424805,10400
2000-01-14,9200.000000,9200.000000,8500.000000,8600.000000,7949.550293,4600
2000-01-17,9850.000000,9850.000000,8260.000000,8800.000000,8134.424805,6800
2000-01-18,8250.000000,8400.000000,8250.000000,8400.000000,7764.677734,800
2000-01-19,8900.000000,8900.000000,7700.000000,7700.000000,7117.622070,4600
2000-01-20,7500.000000,7700.000000,7000.000000,7700.000000,7117.622070,1900
2000-01-21,7500.000000,7700.000000,7500.000000,7600.000000,7025.185547,2800
2000-01-24,7650.000000,8200.000000,7600.000000,7600.000000,7025.185547,1600
2000-01-25,8000.000000,8200.000000,7850.000000,7850.000000,7256.276855,1700
2000-01-26,7120.000000,8010.000000,7120.000000,8000.000000,7394.932129,500
2000-01-27,8000.000000,8000.000000,7500.000000,7500.000000,6932.749512,2700
2000-01-28,7600.000000,7790.000000,7500.000000,7500.000000,6932.749512,2200
2000-01-31,7500.000000,7550.000000,7500.000000,7500.000000,6932.749512,3100
2000-02-01,7500.000000,7750.000000,7500.000000,7510.000000,6941.992188,900
2000-02-02,7110.000000,7700.000000,7110.000000,7600.000000,7025.185547,3500
2000-02-03,7900.000000,8500.000000,7900.000000,8100.000000,7487.368652,7300
2000-02-04,8100.000000,8100.000000,8100.000000,8100.000000,7487.368652,0
2000-02-07,8100.000000,8600.000000,8100.000000,8350.000000,7718.460938,3800
2000-02-08,8300.000000,8300.000000,8050.000000,8050.000000,7441.150879,3900
2000-02-09,8000.000000,8000.000000,7710.000000,7730.000000,7145.353516,2500
2000-02-10,6700.000000,8000.000000,6700.000000,7910.000000,7311.739258,4100
2000-02-11,7500.000000,7800.000000,7500.000000,7800.000000,7210.058594,2500
2000-02-14,7410.000000,7900.000000,7410.000000,7450.000000,6886.530273,1000
2000-02-15,6810.000000,7700.000000,6810.000000,7600.000000,7025.185547,500
2000-02-16,7500.000000,7500.000000,6700.000000,6700.000000,6193.255859,4200
2000-02-17,6500.000000,6950.000000,6500.000000,6710.000000,6202.499512,5400
2000-02-18,6800.000000,6800.000000,6510.000000,6700.000000,6193.255859,4100
2000-02-21,6250.000000,6470.000000,6000.000000,6000.000000,5546.199219,3900
2000-02-22,6400.000000,6400.000000,6100.000000,6100.000000,5638.635742,4300
2000-02-23,6600.000000,6600.000000,6110.000000,6220.000000,5749.560059,3400
2000-02-24,6500.000000,6500.000000,6000.000000,6400.000000,5915.945313,3800
2000-02-25,6390.000000,6390.000000,6110.000000,6160.000000,5694.098145,700
2000-02-28,6000.000000,6100.000000,6000.000000,6010.000000,5555.442871,5300
2000-02-29,5830.000000,6200.000000,5830.000000,6200.000000,5731.072754,9200
2000-03-01,6200.000000,6200.000000,6200.000000,6200.000000,5731.072754,0
2000-03-02,5600.000000,6110.000000,5600.000000,5710.000000,5278.132324,7200
2000-03-03,5750.000000,5950.000000,5750.000000,5900.000000,5453.762695,2700
2000-03-06,5750.000000,6300.000000,5750.000000,6250.000000,5777.290527,8200
2000-03-07,6300.000000,7180.000000,6300.000000,7180.000000,6636.951660,11300
2000-03-08,7500.000000,8250.000000,7200.000000,7200.000000,6655.438477,14600
2000-03-09,7200.000000,7300.000000,6850.000000,7300.000000,6747.875000,5900
2000-03-10,7300.000000,7300.000000,6300.000000,6600.000000,6100.818359,3400
2000-03-13,6700.000000,7190.000000,6700.000000,7000.000000,6470.565918,1600
2000-03-14,8050.000000,8050.000000,7000.000000,7100.000000,6563.001953,7000
2000-03-15,7100.000000,7100.000000,6710.000000,7010.000000,6479.810059,4100
2000-03-16,7010.000000,7010.000000,6830.000000,7000.000000,6470.565918,2800
2000-03-17,6500.000000,7000.000000,6500.000000,7000.000000,6470.565918,3100
2000-03-20,7000.000000,7000.000000,6400.000000,6400.000000,5915.945313,1800
2000-03-21,6600.000000,6600.000000,5800.000000,6000.000000,5546.199219,3500
2000-03-22,6100.000000,6600.000000,6100.000000,6600.000000,6100.818359,3000
2000-03-23,6600.000000,6800.000000,6600.000000,6700.000000,6193.255859,2900
2000-03-24,6310.000000,6800.000000,6310.000000,6560.000000,6063.844238,400
2000-03-27,6560.000000,6560.000000,6300.000000,6300.000000,5823.509766,1000
2000-03-28,6300.000000,6900.000000,6300.000000,6420.000000,5934.433594,3600
2000-03-29,6900.000000,6900.000000,5980.000000,5980.000000,5527.711914,5200
2000-03-30,5880.000000,6600.000000,5880.000000,6250.000000,5777.290527,3500
2000-03-31,6450.000000,6450.000000,5820.000000,6230.000000,5758.803223,1900
2000-04-03,5800.000000,6190.000000,5800.000000,6000.000000,5546.199219,4200
2000-04-04,6000.000000,6000.000000,5700.000000,5720.000000,5287.376465,1600
2000-04-05,5720.000000,5720.000000,5720.000000,5720.000000,5287.376465,0
2000-04-06,5700.000000,5700.000000,5300.000000,5300.000000,4899.142090,3600
2000-04-07,5500.000000,5990.000000,5500.000000,5500.000000,5084.016113,1000
2000-04-10,6000.000000,6000.000000,5850.000000,5900.000000,5453.762695,1700
2000-04-11,5900.000000,5900.000000,5300.000000,5300.000000,4899.142090,3100
